,imagename,red,green,blue,aro,val,exp
1153,118646,215,215,215,0.666667,-0.571429,5
1154,308464,146,146,146,0.690476,-0.412698,6
1155,258900,0,0,0,0.325397,-0.65873,6
1156,215768,201,142,124,0.412698,-0.753968,5
1157,401630,103,68,38,0.779133,-0.106465,4
1158,75177,144,106,59,-0.0396825,0.666667,1
1159,111696,87,85,86,0.333333,-0.81746,5
1160,349774,181,157,147,0.746032,-0.119048,4
1161,40310,30,16,5,0.454897,-0.377468,7
1162,394056,163,143,116,-0.34127,-0.857143,2
1163,94476,9,10,5,0.706543,-0.416183,6
1164,386624,9,8,6,0.478316,-0.457058,7
1165,261634,59,101,199,0.408448,0.796971,1
1166,27294,76,102,119,0.304878,-0.150019,6
1167,259699,147,144,129,-0.238095,-0.531746,2
1168,196130,227,206,163,-0.325397,-0.587302,2
1169,153584,111,60,65,0.498451,-0.416183,7
1170,227427,29,28,26,0.288902,0.582785,1
1171,119663,0,0,0,0.674252,-0.653182,7
1172,130512,41,24,14,0.546845,-0.237127,5
1173,117055,102,92,100,0.65261,-0.638267,7
1174,352916,122,122,122,0.804163,-0.165563,4
1175,40841,27,27,27,0.0431332,-0.01294,0
1176,292567,158,154,145,-0.26338,-0.83228,2
1177,110724,254,254,254,0.0761351,0.463732,1
1178,237874,88,88,88,-0.367789,-0.817847,2
1179,178320,130,116,113,-0.0550509,0.715662,1
1180,368552,196,223,252,0.0555556,0.753968,1
1181,143584,55,36,30,0.421407,-0.753266,6
1182,214540,227,184,194,0.500141,-0.725556,6
1183,153409,252,252,252,0.227449,0.890437,1
1184,376733,29,5,3,0.816896,-0.443315,6
1185,147365,19,8,4,0.745257,0.464576,3
1186,342834,112,97,92,-0.0238095,0.00793651,0
1187,310545,197,197,197,-0.00376733,-0.011302,0
1188,73188,103,103,105,0.831821,-0.166364,4
1189,93830,16,14,15,0.484127,-0.246032,6
1190,230476,25,25,25,-0.326591,-0.100084,0
1191,358104,112,112,112,0.219167,0.532975,1
1192,138835,37,21,21,0.453013,-0.711125,6
1193,9846,222,206,147,0.150794,-0.539683,6
1194,313425,124,124,124,0.643631,-0.324235,6
1195,174610,56,51,48,0.116144,-0.721061,5
1196,374197,8,16,27,0.808169,-0.517809,6
1197,154821,96,79,72,-0.166667,-0.373016,2
1198,351482,15,17,14,0.515873,0.595238,1
1199,302844,82,76,24,0.65331,-0.65331,7
1200,99916,113,19,0,0.416183,-0.677507,6
1201,230608,29,24,21,0.56126,-0.747508,5
1202,157796,251,255,255,0.521492,-0.769069,5
1203,220853,124,115,110,0.0,0.0,0
1204,132202,131,105,88,0.445219,-0.706543,5
1205,150202,217,202,195,0.468254,-0.373016,5
1206,376482,86,63,73,0.65331,-0.595238,7
1207,115360,113,96,78,0.396825,-0.365079,6
1208,377568,103,108,102,-0.809524,-0.325397,2
1209,151994,90,87,82,0.764615,0.0483933,3
1210,33746,157,153,144,-0.142225,-0.331858,0
1211,48689,74,59,40,-0.199243,-0.83682,2
1212,242674,76,57,50,0.202879,0.784719,1
1213,128589,251,253,252,0.15276,0.526759,1
1214,170216,15,17,12,0.674603,-0.571429,5
1215,67155,240,241,243,0.888889,0.436508,3
1216,230330,80,78,79,-0.0153116,0.0038279,0
1217,205522,35,20,15,0.521274,-0.739645,5
1218,81560,163,134,126,0.493612,-0.445219,7
1219,51992,255,255,255,0.46324,-0.612672,5
1220,24178,11,12,6,0.750097,0.36295,3
1221,395821,65,60,57,0.776397,-0.409765,6
1222,54414,227,222,228,0.727373,0.289439,3
1223,126637,214,122,133,0.634058,0.0819531,3
1224,413059,128,51,97,0.698413,-0.0952381,4
1225,187148,197,200,205,-0.00793651,0.015873,0
1226,385345,53,57,102,0.761752,-0.43638,6
1227,45933,243,246,215,0.682346,-0.353271,6
1228,357535,154,137,107,0.174603,0.928571,1
1229,4142,255,255,255,0.650794,-0.571429,7
1230,76552,36,37,41,0.0236518,0.0236518,0
1231,220507,62,56,44,-0.373016,-0.809524,2
1232,117444,106,64,39,0.18254,-0.103175,0
1233,235676,51,53,48,0.428571,-0.0714286,3
1234,232657,16,16,16,0.0919473,-0.111305,0
1235,253598,147,146,128,-0.0895491,-0.30552,0
1236,372949,41,40,45,-0.047619,-0.0952381,0
1237,376801,2,0,1,-0.101626,0.401665,0
1238,395267,45,28,21,-0.015873,0.539683,1
1239,183487,187,189,186,0.65873,-0.674603,7
1240,30096,35,28,12,-0.363464,-0.184366,0
1241,13045,49,34,29,0.904956,-0.087108,4
1242,211652,2,30,33,0.654414,-0.668338,7
1243,267323,55,43,43,0.13169,-0.421407,0
1244,272141,30,22,37,0.0634921,0.380952,1
1245,410000,36,20,4,0.363618,0.796971,1
1246,246172,149,138,142,0.700505,-0.417241,6
1247,48775,157,128,110,-0.349206,-0.277778,2
1248,326884,72,37,41,0.721061,-0.319396,4
1249,257755,110,80,80,0.428571,-0.714286,5
1250,379817,201,204,219,0.0819531,0.646998,1
1251,77913,0,0,0,0.556249,0.171553,3
1252,56619,43,45,44,0.365079,-0.595238,6
1253,30350,141,143,140,-0.0238095,0.0396825,0
1254,289985,27,27,27,0.0,0.0560732,0
1255,48079,48,38,36,0.416183,-0.638792,5
1256,230234,48,30,20,0.343694,0.777047,1
1257,116911,211,202,173,0.801953,-0.468221,6
1258,93424,230,196,161,0.488773,-0.79849,5
1259,389986,203,120,50,0.493097,-0.739645,6
1260,239780,41,41,39,0.523809,-0.301587,6
1261,8950,184,170,167,0.972706,-0.029036,4
1262,77050,7,3,0,0.534852,-0.202726,6
1263,94528,70,74,47,0.779604,-0.163295,4
1264,68532,221,227,249,-0.07259,0.793651,1
1265,303969,249,243,227,0.474083,-0.737463,5
1266,255662,149,148,127,0.571429,0.142857,3
1267,259986,51,43,40,0.382307,-0.754936,5
1268,259266,176,172,169,0.484127,-0.690476,5
1269,210683,191,123,42,0.84127,0.301587,3
1270,201181,34,37,28,0.65753,-0.650609,7
1271,113926,25,8,0,0.358111,-0.29036,7
1272,265396,50,40,48,0.436508,-0.873016,5
1273,176385,13,13,13,-0.0324086,-0.0345692,0
1274,85468,141,141,141,0.65252,-0.518031,7
1275,51513,120,149,157,-0.106465,0.687185,1
1276,254774,94,90,87,0.863885,-0.0632111,3
1277,147273,37,18,3,0.51729,-0.435799,7
1278,97312,144,132,120,0.0,0.523809,1
1279,250512,41,36,33,0.498107,-0.353656,6
1280,67970,10,4,4,0.617653,0.358637,3
1281,406025,251,251,249,0.811209,-0.205436,4
1282,323531,255,255,255,0.866706,-0.154413,4
1283,181809,175,180,174,0.653182,-0.642646,7
1284,225102,54,42,28,0.900116,-0.0532327,4
1285,207725,117,89,67,0.901574,-0.214186,4
1286,288656,89,79,77,-0.387147,-0.822687,2
1287,67333,201,203,218,0.101626,0.817847,1
1288,361779,52,36,23,0.0690131,0.698758,1
1289,202393,223,243,241,-0.0717154,0.523523,1
1290,119019,163,147,134,0.425861,-0.648471,6
1291,159461,179,174,132,0.176083,0.738784,1
1292,297128,86,71,50,0.310788,-0.373999,0
1293,309631,112,78,53,0.662989,-0.658149,7
1294,236578,15,14,9,0.290557,0.90799,1
1295,375433,18,19,21,-0.354334,-0.445078,2
1296,47749,66,56,44,0.719823,-0.158562,4
1297,32313,22,23,18,0.65873,-0.650794,7
1298,263101,255,255,255,0.802879,-0.166113,4
1299,152621,47,17,9,0.488145,-0.587766,5
1300,410882,66,58,45,0.730159,-0.634921,7
1301,117208,98,86,86,0.616688,0.370013,3
1302,140184,179,195,194,-0.380952,-0.857143,2
1303,44097,73,99,126,-0.0819531,-0.392512,2
1304,411922,69,97,119,0.936508,-0.047619,4
1305,348769,3,3,3,0.666667,-0.396825,6
1306,375831,252,252,252,0.353692,-0.125086,6
1307,103639,54,34,36,-0.301587,-0.730159,2
1308,208114,203,204,199,0.484619,-0.742731,6
1309,410849,8,4,1,0.664251,-0.612491,7
1310,111127,80,191,211,0.848713,-0.205058,4
1311,51548,232,213,157,-0.0646998,-0.133713,0
1312,374814,71,52,45,0.412698,-0.904762,5
1313,337192,47,63,62,0.634921,-0.626984,7
1314,43581,210,196,169,-0.00431332,0.01294,0
1315,328755,217,203,192,-0.105352,0.821745,1
1316,120276,113,118,114,0.463382,-0.772303,5
1317,198997,169,168,174,-0.13169,-0.30552,0
1318,133158,35,99,134,0.595238,-0.269841,6
1319,183281,57,29,51,-0.0956408,0.110742,0
1320,217146,20,20,18,-0.379267,0.126422,0
1321,119420,183,183,183,0.404762,0.81746,1
1322,294747,139,46,29,0.663717,-0.668984,7
1323,228188,246,246,248,-0.256469,-0.734956,2
1324,327405,70,55,48,-0.238095,0.587302,1
1325,88103,60,60,58,0.459737,-0.430701,7
1326,217874,86,57,61,0.0248016,-0.00354308,0
1327,183261,0,2,1,0.677507,-0.0822687,4
1328,171509,255,252,219,0.880759,0.440379,3
1329,351083,101,112,118,-0.0774293,-0.0532327,0
1330,139306,36,30,32,0.309524,-0.119048,6
1331,269801,88,136,138,-0.10322,0.770713,1
1332,84022,83,52,32,0.662989,-0.643631,7
1333,413397,165,147,127,-0.31746,0.753968,1
1334,409741,1,0,9,-0.373016,-0.119048,2
1335,38012,53,51,38,0.906085,-0.0595238,4
1336,358642,142,118,92,0.801953,-0.458259,6
1337,129700,1,2,4,-0.380952,-0.206349,2
1338,148215,223,235,235,-0.159394,-0.846782,2
1339,214647,210,211,205,0.879917,0.434294,3
1340,346094,219,214,211,-0.547619,0.674603,1
1341,371254,230,233,238,0.595238,-0.208091,7
1342,361368,189,192,209,0.329075,-0.300039,7
1343,304666,40,60,35,0.761752,-0.114837,4
1344,17159,20,38,42,-0.25663,-0.727117,2
1345,3389,199,177,153,0.920635,-0.238095,3
1346,133410,50,38,26,0.643631,-0.638792,7
1347,74207,135,135,159,0.779133,-0.382307,6
1348,56981,21,22,24,0.800582,0.363901,3
1349,296753,47,34,28,0.453013,-0.711125,6
1350,351821,193,167,134,0.301587,0.706349,1
1351,162671,252,255,255,0.722222,-0.380952,6
1352,239982,113,79,31,0.782028,-0.458259,6
1353,250041,88,84,81,0.0129634,0.818857,1
1354,34017,78,74,63,0.738095,-0.230159,4
1355,190212,171,151,150,0.120983,0.856562,1
1356,141403,250,250,250,0.714286,0.0,3
1357,383099,82,101,107,-0.41561,-0.169062,0
1358,231302,13,11,16,0.41614,-0.72166,6
1359,110054,76,34,20,0.285714,-0.365079,6
1360,373796,90,65,43,0.605681,-0.595238,5
1361,357031,1,1,3,0.876669,-0.174338,4
1362,104862,49,44,38,0.821498,-0.0556948,3
1363,25149,182,147,63,0.633953,-0.643631,7
1364,218522,146,133,127,0.0737463,0.505689,1
1365,44871,54,22,11,0.858618,-0.0579435,3
1366,365318,70,77,83,0.869153,0.163295,3
1367,159329,106,97,82,0.738095,-0.388889,6
1368,102427,121,111,101,0.698413,0.0952381,3
1369,265198,206,211,214,0.406504,-0.546845,5
1370,155976,47,47,47,-0.242309,-0.742731,2
1371,366430,37,39,38,-0.174603,-0.706349,2
1372,145303,91,91,91,0.365079,-0.595238,5
1373,234265,52,50,61,0.681504,0.163906,3
1374,53208,52,25,16,0.730159,-0.0555556,3
1375,326252,32,31,39,-0.324235,-0.745257,2
1376,96753,60,47,41,0.795407,-0.163295,4
1377,305888,60,40,42,0.333333,-0.531746,6
1378,320885,46,32,21,0.822687,-0.120983,4
1379,347763,16,16,16,-0.198413,-0.404762,2
1380,245572,93,71,50,0.571429,-0.0714286,4
1381,7256,173,173,171,0.647981,-0.734629,7
1382,352769,35,18,11,0.857143,0.134921,3
1383,93378,169,168,166,0.198413,0.536449,1
1384,240185,133,130,123,0.142857,0.825397,1
1385,243787,172,162,150,0.650794,-0.436508,6
1386,217821,194,26,23,0.452381,-0.309524,6
1387,24977,1,1,1,0.404762,-0.865079,5
1388,382606,158,128,94,-0.0952381,0.730159,1
1389,258118,88,86,63,0.575881,-0.101626,4
1390,30000,20,0,0,-0.206349,-0.436508,2
1391,115980,76,74,111,0.658449,-0.642646,7
1392,97637,84,51,32,-0.429894,-0.873016,2
1393,239892,161,130,110,0.737463,-0.489886,6
1394,87108,114,113,121,0.65873,-0.150794,7
1395,413823,96,117,138,0.662989,-0.643631,7
1396,37747,129,116,97,0.701703,-0.116144,4
1397,173626,94,73,52,0.00793651,0.571429,1
1398,111097,0,0,0,0.555556,-0.15873,7
1399,55341,255,255,255,0.770308,-0.189076,4
1400,1249,94,67,38,0.539165,-0.245859,6
1401,273245,250,249,229,0.0629113,0.537166,1
1402,103851,125,99,72,0.517809,-0.740418,5
1403,216332,183,144,137,-0.353271,-0.803329,2
1404,352089,145,119,102,0.111009,0.696677,1
1405,207367,122,118,106,-0.301587,-0.801587,2
1406,379498,125,106,89,0.651311,-0.573671,7
1407,169361,146,153,146,0.646998,0.189786,3
1408,71944,149,151,146,0.682346,-0.672667,6
1409,177661,100,60,50,0.0603865,-0.00862664,0
1410,33477,24,23,21,0.468816,-0.779604,6
1411,252985,82,68,59,0.380952,-0.888889,5
1412,178664,143,96,54,0.43554,-0.159698,6
1413,34837,244,65,25,-0.215971,-0.373999,0
1414,329555,36,42,100,-0.214286,-0.809524,2
1415,27680,166,109,90,-0.314557,-0.624274,2
1416,86274,35,41,39,0.531746,0.0873016,3
1417,258471,19,40,85,0.880759,-0.029036,4
1418,315190,128,130,129,0.777778,-0.420635,6
1419,346199,207,203,202,0.603175,-0.68254,7
1420,128786,204,191,185,0.672667,-0.0774293,4
1421,277061,55,50,46,-0.207039,-0.595238,2
1422,139343,121,121,113,-0.203252,-0.667828,2
1423,172019,84,82,61,0.462963,-0.712816,6
1424,27853,177,159,147,0.168146,-0.410277,0
1425,161693,208,149,107,0.0532327,0.711382,1
1426,235228,27,27,27,0.452381,-0.833333,5
1427,7684,119,113,99,-0.015873,0.0,0
1428,284968,80,52,41,0.801587,-0.119048,4
1429,167785,60,28,13,-0.228606,-0.629745,2
1430,215270,79,80,64,0.280681,-0.459737,5
1431,106698,21,10,8,0.00793651,0.015873,0
1432,252802,1,1,1,-0.354334,-0.924726,2
1433,107081,45,5,5,0.619048,-0.650794,7
1434,327029,30,29,25,0.764615,-0.120983,4
1435,81014,211,211,201,0.219671,-0.389739,0
1436,246271,114,86,46,0.120983,0.856562,1
1437,196409,1,40,135,-0.126984,0.595238,1
1438,54976,160,128,105,-0.111111,-0.912698,2
1439,89422,26,26,26,0.015873,0.0,0
1440,345906,26,25,23,0.769454,0.208091,3
1441,328384,17,17,17,0.103175,0.507936,1
1442,298878,61,42,35,0.659938,-0.621118,7
1443,154428,57,20,38,0.353692,0.478778,1
1444,87130,215,210,191,-0.0634921,0.674603,1
1445,318247,35,26,29,0.753968,-0.515873,6
1446,126263,233,227,203,0.650794,-0.261905,6
1447,50430,175,154,161,0.842815,-0.0579435,3
1448,28080,176,177,179,-0.1843,-0.901574,2
1449,413404,44,44,44,0.555556,-0.238095,6
1450,113334,203,146,127,-0.0241967,0.764615,1
1451,352974,70,64,42,0.800674,-0.13169,4
1452,137321,51,57,73,0.774713,0.330544,3
1453,115308,129,101,77,0.454897,-0.406504,7
1454,392078,6,6,6,0.811915,-0.483164,6
1455,179822,65,38,31,-0.31746,-0.18254,2
1456,249956,49,69,67,0.0238095,0.00793651,0
1457,408412,76,78,90,0.967867,-0.029036,4
1458,47282,49,42,26,0.777017,-0.163958,4
1459,404489,121,112,103,-0.00793651,0.015873,0
1460,319384,88,82,50,0.648471,-0.638792,7
1461,261264,201,232,255,-0.309524,0.730159,1
1462,239176,39,39,39,-0.229129,-0.542937,2
1463,15410,215,131,41,0.00783208,0.00783208,0
1464,245593,200,151,84,0.338753,-0.692025,5
1465,108812,41,40,48,0.532327,-0.503291,7
1466,255418,124,126,113,0.888889,-0.119048,4
1467,287690,194,211,205,0.662989,-0.662989,7
1468,365444,56,45,27,0.449889,-0.775194,6
1469,233564,222,205,175,0.168067,0.511204,1
1470,226369,115,97,95,0.690476,-0.0793651,4
1471,224379,63,49,64,0.832365,0.0193573,3
1472,280592,248,248,248,-0.172533,-0.595238,2
1473,195842,111,142,145,-0.232288,-0.808169,2
1474,388782,255,254,255,-0.349206,-0.873016,2
1475,249185,10,9,7,0.13169,-0.410872,0
1476,7365,75,73,61,-0.00793651,0.603175,1
1477,85955,115,110,106,-0.0793651,-0.0396825,0
1478,116795,52,40,42,0.522648,-0.469415,7
1479,257808,1,0,0,0.522648,-0.329075,6
1480,211037,92,66,51,0.895277,-0.36295,6
1481,232835,58,45,36,0.015873,0.015873,0
1482,133733,142,108,83,0.666667,-0.111111,6
1483,87653,255,255,255,0.719989,-0.541774,6
1484,35913,14,12,23,0.642857,-0.650794,7
1485,91320,110,82,61,0.251645,-0.212931,7
1486,37160,62,8,31,0.611111,-0.611111,7
1487,284667,126,126,126,0.674603,0.15873,3
1488,253946,56,41,8,0.769841,-0.484127,6
1489,153558,136,138,125,0.357143,-0.214286,6
1490,53919,253,253,253,0.307474,-0.307474,0
1491,106080,0,0,0,0.396825,-0.888889,5
1492,183825,115,122,141,-0.349206,-0.142857,2
1493,406466,72,57,60,0.388199,-0.146653,6
1494,335631,57,56,61,0.428571,-0.888889,5
1495,89351,72,83,128,0.568783,0.0925926,3
1496,72027,104,80,44,0.587302,-0.261905,6
1497,398822,114,124,126,0.769069,-0.558365,6
1498,301684,37,51,96,0.522648,0.251645,3
1499,45320,61,61,61,0.0597729,-0.0448296,0
1500,367481,38,10,6,0.730159,-0.126984,4
1501,373910,35,37,36,-0.0238095,0.0,0
1502,290305,105,76,58,0.238095,-0.563492,6
1503,58946,78,58,47,0.591463,-0.760093,5
1504,76575,168,162,140,-0.047619,-0.0714286,0
1505,361759,240,228,202,0.788782,-0.423605,6
1506,117550,28,24,13,-0.293651,-0.936508,2
1507,409051,70,45,40,0.136957,0.458281,1
1508,393906,233,216,208,-0.215971,-0.41614,0
1509,373134,143,124,107,-0.269841,-0.928571,2
1510,256008,7,54,72,0.00793651,0.507936,1
1511,42423,215,205,178,-0.30552,-0.784871,2
1512,167740,28,23,29,-0.0237663,-0.0172846,0
1513,375442,155,31,33,0.678415,0.265128,3
1514,179709,105,76,68,0.619048,-0.650794,7
1515,397736,179,70,37,0.159698,0.919473,1
1516,382042,255,254,255,0.357143,-0.563492,5
1517,390474,52,30,19,0.512457,-0.748975,5
1518,212450,113,76,68,0.516224,-0.72166,5
1519,98915,20,35,40,0.10352,0.655625,1
1520,387644,162,121,99,0.135501,0.788811,1
1521,103634,156,138,138,-0.304878,-0.624274,2
1522,80841,17,7,6,0.662989,-0.643631,7
1523,160234,0,2,1,0.785714,-0.103175,4
1524,69550,132,119,110,0.182588,0.891031,1
1525,292234,88,25,20,-0.273959,-0.886631,2
1526,343224,15,15,15,-0.325397,-0.888889,2
1527,340303,1,1,1,-0.212931,-0.730739,2
1528,61490,97,57,45,0.706543,-0.0677507,3
1529,398733,38,30,19,0.672667,-0.600077,7
1530,236406,9,8,13,0.459737,-0.396825,7
1531,120642,174,66,27,0.0,-0.00779788,0
1532,67705,20,22,21,0.33007,-0.307818,7
1533,143081,11,1,0,0.00793651,0.0,0
1534,232230,143,141,142,0.701703,-0.271003,4
1535,50794,151,140,112,0.873016,-0.174603,4
1536,88782,142,143,137,0.912352,-0.0519859,4
1537,222369,61,30,45,0.517809,-0.459737,7
1538,379600,8,7,5,0.333333,-0.119048,6
1539,207537,190,123,117,0.904956,-0.125823,4
1540,406105,10,29,25,0.301587,-0.507936,7
1541,402130,48,50,37,0.861401,-0.396825,6
1542,279891,98,127,145,0.909795,-0.0629113,4
1543,413584,25,22,15,0.614595,-0.522648,7
1544,102201,107,106,111,-0.14518,-0.817847,2
1545,325554,19,0,18,0.642857,-0.642857,7
1546,395349,254,254,254,0.485487,-0.746307,5
1547,71311,223,221,226,0.542937,0.318789,3
1548,264814,255,253,254,0.253968,-0.571429,6
1549,196751,25,85,77,0.81746,0.222222,3
1550,103672,79,108,122,0.811915,-0.458259,6
1551,325795,176,159,143,0.536449,-0.74221,5
1552,71541,63,50,42,0.474814,-0.743187,5
1553,389925,89,91,51,0.31746,0.912698,1
1554,132875,149,192,211,0.444272,-0.168219,6
1555,8201,0,12,8,0.879688,0.0895491,3
1556,224939,0,0,0,0.716393,-0.136957,4
1557,182202,184,143,79,0.537166,-0.440379,7
1558,22502,154,150,141,0.428281,-0.7259,6
1559,325085,177,163,114,0.404762,-0.674603,5
1560,132756,101,76,69,0.370945,-0.603865,5
1561,275509,37,38,33,0.50526,-0.733666,5
1562,346550,105,87,67,0.50234,-0.722543,5
1563,132377,254,252,255,0.00793651,0.0,0
1564,235991,45,36,31,-0.277778,-0.563492,2
1565,299386,247,247,247,0.459737,-0.764615,5
1566,39020,98,57,55,0.0634921,0.325397,1
1567,179030,89,65,37,0.587302,0.111111,3
1568,29155,135,102,95,0.753266,-0.526759,6
1569,76111,0,0,0,-0.295999,-0.520698,2
1570,126953,65,45,10,0.740418,-0.183895,4
1571,409870,41,22,15,-0.230159,-0.920635,2
1572,354111,145,137,118,0.609081,-0.538609,7
1573,341503,207,96,103,-0.134921,-0.34127,2
1574,48271,121,76,53,0.761905,-0.214286,4
1575,154569,246,251,254,0.0,0.587302,1
1576,324537,37,38,32,0.808348,0.308642,3
1577,368556,66,46,37,0.464576,-0.716221,6
1578,81225,165,121,76,0.846782,-0.209205,4
1579,337629,0,78,9,0.919473,-0.0532327,4
1580,183782,182,177,157,-0.14518,-0.498451,2
1581,183859,3,6,0,0.774293,-0.0338753,3
1582,86882,151,160,157,-0.380952,-0.65873,2
1583,166220,51,27,17,0.0967867,0.79849,1
1584,318036,4,0,1,0.877193,-0.117481,4
1585,86409,244,248,251,0.36295,-0.353271,7
1586,336583,212,184,144,0.900116,0.0774293,3
1587,377683,238,242,245,0.754096,-0.133976,4
1588,183396,66,75,48,0.185797,0.495458,1
1589,148334,37,28,19,0.642857,-0.626984,7
1590,155968,143,127,114,0.416183,-0.721061,5
1591,359208,27,35,37,0.479094,-0.7259,5
1592,248381,59,57,62,0.00793651,0.0,0
1593,157807,250,239,175,0.888889,0.166667,3
1594,134003,234,235,230,0.451692,-0.773235,5
1595,9749,169,151,131,0.453013,-0.763801,5
1596,322793,247,247,247,0.468221,-0.617653,5
1597,30934,105,89,89,-0.00793651,0.015873,0
1598,224938,198,122,122,0.015873,0.484127,1
1599,208737,140,118,107,0.00793651,0.00793651,0
1600,156714,0,0,0,0.595238,-0.274123,6
1601,164000,220,218,223,0.721061,-0.0483933,3
1602,100962,96,42,14,0.696864,-0.585559,7
1603,151413,31,15,0,0.314557,-0.779133,5
1604,316831,8,10,9,-0.242309,0.795407,1
1605,341197,82,65,57,-0.00862664,-0.00431332,0
1606,156339,10,5,1,0.0,0.00793651,0
1607,247289,41,36,30,-0.222609,-0.730739,2
1608,39457,193,185,166,0.626984,-0.396825,5
1609,84169,239,239,239,0.512969,-0.759775,2
1610,165054,190,150,187,0.750097,0.183895,3
1611,172097,245,238,246,0.00862664,0.0215666,0
1612,211663,0,135,216,0.662989,-0.638792,7
1613,263737,26,27,21,-0.120983,0.658149,1
1614,393245,0,0,0,-0.431943,-0.126422,0
1615,341048,9,1,0,0.738095,-0.047619,4
1616,181770,129,63,29,0.800674,-0.0737463,4
1617,283072,153,144,137,0.510957,-0.616308,5
1618,150843,249,249,249,-0.110375,-0.244402,0
1619,79670,25,18,12,0.909795,-0.0677507,4
1620,70791,243,247,246,0.0774293,0.788811,1
1621,281774,180,126,54,0.774293,-0.188734,4
1622,172279,36,40,43,0.571429,-0.142857,7
1623,174413,221,169,109,0.274338,-0.478204,5
1624,71827,234,230,227,-0.220379,-0.75188,2
1625,386963,21,25,28,-0.047619,-0.563492,2
1626,278291,216,219,224,0.698413,-0.523809,5
1627,357813,51,67,103,0.809524,-0.103175,4
1628,299956,176,171,178,-0.125086,-0.319186,2
1629,296941,72,67,63,0.65331,-0.643631,7
1630,67977,87,88,80,-0.00483933,-0.087108,0
1631,217442,83,76,68,0.638792,-0.266163,7
1632,41235,210,169,137,0.29036,-0.154859,6
1633,224284,137,134,127,0.00967867,-0.14518,0
1634,139385,69,66,61,0.444272,0.616805,1
1635,36857,27,20,14,0.634921,-0.388889,6
1636,102958,202,176,161,0.650794,-0.642857,7
1637,162128,30,21,12,0.130662,0.808169,1
1638,35174,21,30,45,0.373016,-0.103175,4
1639,67739,7,7,7,0.120983,0.832365,1
1640,219610,46,46,46,0.571698,-0.712941,5
1641,359179,31,31,31,-0.309524,-0.642857,2
1642,245323,220,212,199,0.642857,-0.103175,4
1643,103033,25,17,6,0.101626,0.79849,1
1644,108031,34,32,17,0.982385,-0.043554,4
1645,277020,243,240,251,0.866706,-0.144451,4
1646,224405,156,158,157,-0.563492,-0.0873016,2
1647,383241,176,176,176,0.532327,-0.483933,7
1648,260151,126,121,115,0.761905,-0.150794,4
1649,88734,158,155,148,0.750097,-0.087108,4
1650,13324,125,158,201,0.706349,-0.436508,6
1651,402539,30,28,33,-0.00432115,0.00864229,0
1652,220499,236,236,236,0.690131,-0.375259,6
1653,349530,7,7,7,0.555556,-0.420635,5
1654,140240,18,4,1,0.448746,-0.419077,7
1655,135167,72,79,71,0.837205,-0.445219,6
1656,168640,28,34,48,0.435645,-0.763458,5
1657,169314,88,85,78,0.658149,-0.667828,7
1658,275569,241,211,177,0.45552,-0.731128,5
1659,133409,213,232,236,0.510957,-0.72166,5
1660,334085,164,164,164,0.0,0.0,0
1661,216631,75,46,38,0.698413,-0.150794,4
1662,359650,176,178,177,0.440407,-0.750069,6
1663,175517,18,22,34,-0.261905,-0.563492,2
1664,349099,189,164,134,0.67952,-0.632111,7
1665,371302,150,84,52,0.174603,0.904762,1
1666,223682,23,46,62,0.626984,-0.0793651,4
1667,96324,162,106,59,0.436508,-0.694444,5
1668,176718,39,28,10,0.411343,-0.793651,5
1669,296080,80,66,55,-0.325397,-0.904762,2
1670,12693,12,8,7,0.218371,-0.422654,0
1671,212694,27,17,7,0.837547,-0.100084,4
1672,393575,128,128,128,0.861725,-0.209205,4
1673,286262,252,252,252,0.857143,-0.119048,4
1674,149771,49,39,37,0.431635,-0.737956,6
1675,362640,167,209,208,0.384582,-0.276553,6
1676,296627,52,44,33,0.796203,-0.118665,4
1677,296410,31,16,13,0.563492,0.261905,3
1678,129504,6,2,1,-0.173831,-0.289718,0
1679,306849,56,40,41,0.357143,0.753968,1
1680,403557,70,69,64,-0.200933,-0.970098,2
1681,213186,126,141,136,0.79199,-0.473202,6
1682,347319,59,57,44,0.774336,-0.136957,4
1683,366021,127,109,37,0.629113,-0.721061,5
1684,140231,72,84,46,0.0,0.523809,1
1685,372012,28,23,29,-0.110619,0.726928,1
1686,404478,0,1,6,0.543478,0.11646,3
1687,4546,52,40,26,0.779133,-0.208091,4
1688,151609,103,74,66,0.698413,-0.111111,4
1689,227060,30,25,22,0.556249,-0.712206,5
1690,26656,80,41,24,0.849206,-0.126984,4
1691,390493,54,27,10,0.00967867,0.0,0
1692,96929,223,234,238,0.0,0.492063,1
1693,92416,0,0,0,0.289517,-0.741077,5
1694,59985,12,8,9,0.119048,0.833333,1
1695,360924,3,9,23,-0.258112,-0.616308,2
1696,383037,243,255,255,0.646998,0.138026,3
1697,201447,142,122,97,0.474255,-0.425861,7
1698,137648,200,200,166,0.622634,0.283921,3
1699,320310,84,83,78,0.903554,-0.299507,6
1700,141330,40,31,22,0.522648,0.159698,3
1701,220465,70,64,66,0.886631,-0.209205,4
1702,180693,216,216,216,-0.110375,0.748975,1
1703,250987,160,150,151,-0.094893,-0.172533,0
1704,277700,52,29,23,-0.107833,-0.327812,2
1705,295726,118,109,102,0.65252,-0.523013,7
1706,28617,3,7,6,-0.0114837,-0.00765579,0
1707,328389,33,33,33,0.405452,0.0905797,3
1708,225344,118,79,48,0.638792,0.372629,3
